id,id_trasy,id_pojazdu,id_pracownika,id_czasu,ilosc_biletow_nor,ilosc_biletow_ulg,godzina_przejazdu,minuty_przejazdu,poziom_wypelnienia,odleglosc,przychod
1403,1636,899,1392,404,4,2,8,51,0.46153846153846156,637.2,64
1404,2035,804,1337,689,10,1,7,48,0.4782608695652174,561.6,148
1405,592,2434,7,1919,1,3,7,7,0.26666666666666666,512.4,37
1406,864,1676,157,1534,14,19,6,27,1,464.4,273
1407,1388,814,566,2446,0,7,4,45,0.6363636363636364,342,21
1408,2161,509,2440,1268,24,9,5,25,1,390,372
1409,553,607,1972,1769,28,1,4,6,0.9354838709677419,295.2,285
1410,2135,2010,931,2116,7,3,5,44,0.3333333333333333,412.8,85
1411,1402,705,704,1334,9,13,4,19,0.8148148148148148,310.8,142
1412,1133,405,1760,1718,9,5,7,27,0.8235294117647058,536.4,127
1413,1610,1158,1334,1035,30,0,6,27,1,464.4,420
1414,623,827,1392,1287,2,6,4,20,0.8,312,40
1415,870,1697,316,2261,28,2,2,34,1,184.8,368
1416,1672,854,923,2029,16,1,4,12,1,302.4,232
1417,2017,1659,1084,502,8,9,5,11,0.9444444444444444,373.2,168
1418,1385,1251,157,639,5,2,10,29,0.35,754.8,68
1419,1114,237,2253,2188,18,5,8,54,0.9583333333333334,640.8,225
1420,142,1999,1587,1728,20,12,8,42,0.9696969696969697,626.4,388
1421,2289,2137,1220,1106,16,3,1,41,0.9047619047619048,121.2,200
1422,1640,2296,1722,1730,15,6,7,12,0.7777777777777778,518.4,162
1423,666,1804,432,1402,19,0,0,55,1,66,209
1424,1010,439,291,1582,6,5,0,58,0.55,69.6,81
1425,1704,2355,1869,2051,5,4,8,4,0.9,580.8,92
1426,1761,2474,923,1774,9,1,7,36,0.7142857142857143,547.2,117
1427,1735,1374,110,2039,5,17,5,27,0.7096774193548387,392.4,104
1428,848,1444,1303,1359,21,4,8,51,0.9259259259259259,637.2,234
1429,2418,27,661,1916,33,0,7,44,1,556.8,363
1430,521,2478,2013,396,11,5,11,44,0.5517241379310345,844.8,120
1431,2415,1071,652,121,1,14,7,47,0.75,560.4,66
1432,1594,2374,148,1051,17,3,4,32,0.9523809523809523,326.4,197
1433,2212,1330,129,2380,6,2,6,13,0.8,447.6,96
1434,2483,257,1000,2464,18,12,11,45,0.967741935483871,846,288
1435,190,557,2479,1944,12,13,6,37,1,476.4,171
1436,1256,1599,2329,2040,12,18,6,51,0.967741935483871,493.2,246
1437,1107,1903,612,2014,2,1,2,34,0.13043478260869565,184.8,28
1438,496,2421,2185,1598,3,16,6,42,0.7916666666666666,482.4,116
1439,2363,1183,1712,1768,8,13,1,16,0.9130434782608695,91.2,213
1440,947,1650,1967,2251,0,16,7,27,0.5714285714285714,536.4,96
1441,2198,417,270,2278,8,0,10,50,0.5714285714285714,780,88
1442,1472,57,1179,1190,15,0,12,20,0.9375,888,150
1443,350,2165,1344,206,19,2,4,58,0.75,357.6,257
1444,1510,1408,987,1656,4,6,8,21,0.8333333333333334,601.2,68
1445,2267,268,1896,792,14,1,10,35,0.9375,762,160
1446,361,491,1260,44,5,3,1,54,0.47058823529411764,136.8,72
1447,2290,645,897,992,1,6,6,9,0.7,442.8,28
1448,337,339,992,468,10,20,3,23,0.9375,243.6,230
1449,668,2113,2146,1962,27,3,9,45,0.9375,702,282
1450,898,1556,1821,1979,8,5,5,35,1,402,128
1451,991,1121,2482,1002,2,9,10,11,0.8461538461538461,733.2,100
1452,1058,602,1910,232,17,3,4,29,0.6666666666666666,322.8,253
1453,134,1228,449,2151,21,10,7,0,0.9393939393939394,504,290
1454,2194,1681,187,625,17,5,10,42,0.7586206896551724,770.4,214
1455,2055,2458,410,279,21,3,10,19,0.75,742.8,234
1456,2263,1946,1430,705,0,4,4,19,0.2222222222222222,310.8,32
1457,1108,2214,914,1533,1,11,8,50,1,636,91
1458,1254,2421,2320,1475,11,3,7,5,0.5833333333333334,510,155
1459,1517,1386,998,1751,12,6,13,6,1,943.2,180
1460,857,1663,792,1141,17,4,6,32,0.9545454545454546,470.4,229
1461,1361,2013,2012,204,12,4,4,48,0.5161290322580645,345.6,192
1462,2022,2137,846,724,6,15,3,46,1,271.2,132
1463,700,1818,2393,2329,22,0,6,0,1,432,286
1464,147,1874,197,2046,18,10,7,59,0.8235294117647058,574.8,250
1465,2497,1130,1232,399,14,0,13,25,0.7777777777777778,966,140
1466,1005,714,2226,1015,7,3,7,8,1,513.6,104
1467,1964,1289,1421,2048,6,6,4,27,0.6666666666666666,320.4,102
1468,1311,1915,1219,2259,9,0,4,30,0.9,324,99
1469,309,71,241,691,6,5,5,5,1,366,117
1470,2280,658,1697,1073,13,3,1,48,0.64,129.6,193
1471,1814,582,337,649,10,0,3,22,0.7142857142857143,242.4,110
1472,1074,1294,1384,574,18,0,9,56,1,715.2,180
1473,264,425,2240,103,22,0,5,49,0.88,418.8,242
1474,224,867,2318,226,13,2,8,31,0.5357142857142857,613.2,138
1475,2218,2104,1854,2122,24,2,11,26,0.8666666666666667,823.2,326
1476,2111,950,760,1137,17,5,6,47,0.9166666666666666,488.4,266
1477,2082,2122,367,1695,25,1,6,56,0.9285714285714286,499.2,259
1478,975,2147,2222,173,5,2,6,50,0.7,492,88
1479,1021,617,1254,2010,28,5,7,49,0.9705882352941176,562.8,325
1480,1169,1747,563,517,5,23,4,10,0.9655172413793104,300,116
1481,2176,2083,1027,707,9,4,5,50,1,420,140
1482,1332,1382,59,1131,17,7,8,36,0.8888888888888888,619.2,235
1483,2289,853,1121,699,23,6,9,19,1,670.8,301
1484,1718,2063,192,1308,7,24,5,31,0.9117647058823529,397.2,214
1485,2309,402,1736,2025,17,2,5,59,0.7916666666666666,430.8,205
1486,750,1654,95,970,20,0,10,23,0.8695652173913043,747.6,260
1487,71,360,1882,2087,8,1,5,15,0.5294117647058824,378,105
1488,1974,834,850,2388,8,9,7,28,1,537.6,168
1489,992,1801,457,2178,7,5,4,42,0.631578947368421,338.4,126
1490,1059,1166,290,951,8,6,1,56,1,139.2,158
1491,1563,543,1365,1724,6,2,9,17,0.6666666666666666,668.4,84
1492,599,2088,990,87,6,6,5,0,0.9230769230769231,360,102
1493,622,1534,1425,918,1,9,7,29,0.7692307692307693,538.8,39
1494,88,2420,2007,1127,21,3,4,57,0.96,356.4,237
1495,871,1315,631,1161,16,1,9,19,0.53125,670.8,199
1496,1941,37,1624,2053,17,1,6,7,0.8571428571428571,440.4,196
1497,1143,1420,1140,1778,0,5,2,5,0.4166666666666667,150,20
1498,196,315,2407,2371,3,3,2,3,0.42857142857142855,147.6,42
1499,365,357,301,223,14,2,10,25,0.8,750,152
1500,2251,2102,1308,1277,9,7,7,58,0.5925925925925926,573.6,162
1501,1998,1555,631,1761,22,0,9,20,0.6470588235294118,672,220
1502,1578,1777,1560,680,2,10,2,39,0.6666666666666666,190.8,108
1503,263,270,2079,210,19,7,8,37,1,620.4,244
1504,164,378,1016,2481,8,1,4,10,0.36,300,86
1505,345,1324,1417,1564,20,8,4,30,0.8484848484848485,324,272
1506,543,2352,76,1364,7,21,8,5,0.9032258064516129,582,217
1507,463,1101,2042,1501,8,2,8,39,0.7142857142857143,622.8,110
1508,2183,761,84,2005,9,7,8,34,0.5333333333333333,616.8,166
1509,2127,1861,753,415,16,5,5,9,0.9130434782608695,370.8,223
1510,2108,991,1767,2479,21,0,5,48,0.9130434782608695,417.6,294
1511,14,1232,1849,555,4,3,4,14,0.4666666666666667,304.8,52
1512,1004,2078,54,670,21,2,6,6,0.7666666666666667,439.2,216
1513,257,2196,444,1889,16,1,8,56,0.7083333333333334,643.2,199
1514,90,1268,128,1092,4,5,12,33,0.9,903.6,82
1515,6,1948,1263,2250,4,1,9,28,0.17857142857142858,681.6,49
1516,1095,1490,931,652,1,2,9,44,0.25,700.8,24
1517,2345,904,1469,1991,16,1,5,44,1,412.8,228
1518,1224,1242,432,561,13,5,2,26,0.5806451612903226,175.2,197
1519,2032,779,1882,442,3,6,5,21,0.9,385.2,63
1520,109,1695,881,871,13,0,5,16,1,379.2,156
1521,1852,1388,2096,2126,10,1,2,9,0.9166666666666666,154.8,123
1522,2063,464,2454,1272,19,5,7,5,1,510,238
1523,2055,1144,1944,617,17,3,3,58,0.7692307692307693,285.6,194
1524,2368,51,1146,539,4,5,6,0,0.8181818181818182,432,85
1525,2074,2438,2014,679,5,22,8,49,1,634.8,136
1526,1655,1349,678,975,24,0,5,47,0.96,416.4,288
1527,1320,1978,641,2338,4,7,12,0,1,864,68
1528,595,2000,516,511,16,2,1,29,0.9,106.8,242
1529,761,1936,1007,952,24,0,7,26,0.7058823529411765,535.2,312
1530,834,1836,1586,2358,1,10,6,56,0.9166666666666666,499.2,54
1531,1474,378,560,395,1,23,10,14,0.96,736.8,127
1532,49,764,1169,103,19,1,5,49,1,418.8,232
1533,1455,79,1340,61,3,5,7,51,0.34782608695652173,565.2,49
1534,241,1037,1253,1693,11,5,4,31,0.5925925925925926,325.2,140
1535,2356,835,1268,627,3,3,3,59,0.6,286.8,48
1536,794,1954,1865,1457,14,0,6,33,1,471.6,154
1537,1191,409,634,715,5,6,9,14,0.7333333333333333,664.8,96
1538,1866,499,2145,517,24,0,4,10,1,300,240
1539,210,1791,437,2221,3,4,7,29,0.7,538.8,62
1540,1909,2075,1305,611,15,11,8,49,0.9285714285714286,634.8,183
1541,1942,586,137,66,0,1,1,30,0.0625,108,2
1542,1052,2434,1902,1005,9,5,5,43,0.9333333333333333,411.6,124
1543,1242,1661,961,1453,10,2,8,54,0.75,640.8,126
1544,2480,659,2270,751,4,0,8,6,0.12121212121212122,583.2,48
1545,2113,577,1380,368,17,0,10,4,0.7727272727272727,724.8,170
1546,479,1688,1160,459,12,0,3,35,0.8571428571428571,258,168
1547,2435,926,1547,1882,17,8,10,24,0.9615384615384616,748.8,226
1548,27,1471,1546,1082,2,4,4,27,0.3157894736842105,320.4,34
1549,1609,438,1857,826,12,15,5,50,0.84375,420,264
1550,1434,2320,45,2500,5,4,10,2,0.3103448275862069,722.4,86
1551,1145,1988,568,1026,19,2,10,28,0.65625,753.6,253
1552,1020,1477,2185,183,0,0,4,42,0,338.4,0
1553,1752,1683,1469,610,7,11,7,22,1,530.4,169
1554,2396,1533,571,1648,20,7,2,27,1,176.4,303
1555,51,1473,969,191,2,6,11,35,0.2857142857142857,834,34
1556,1015,706,1372,628,23,0,3,46,0.92,271.2,253
1557,1960,573,2205,633,1,8,9,16,0.6428571428571429,667.2,62
1558,1944,1719,651,474,5,0,6,54,0.35714285714285715,496.8,65
1559,518,1805,148,1118,32,1,3,33,1,255.6,388
1560,1505,253,2253,2462,8,12,9,5,0.6666666666666666,654,192
1561,1102,2018,52,84,12,12,8,44,0.8275862068965517,628.8,240
1562,864,127,82,71,9,1,5,45,0.625,414,97
1563,2441,1286,2338,624,5,2,7,13,0.3888888888888889,519.6,75
1564,2172,1950,1991,2425,3,13,5,40,0.5,408,146
1565,569,1315,448,1247,30,0,8,51,0.9375,637.2,420
1566,2067,165,885,1459,7,3,8,21,0.6666666666666666,601.2,103
1567,829,1190,537,2175,6,22,7,34,0.8235294117647058,544.8,260
1568,1475,402,945,1514,21,3,1,32,1,110.4,273
1569,16,415,1748,2031,18,10,7,48,1,561.6,230
1570,606,108,2369,1052,1,8,5,27,0.42857142857142855,392.4,84
1571,1993,979,2227,1876,15,0,10,44,0.9375,772.8,165
1572,284,122,1167,1120,2,11,9,58,0.8125,717.6,94
1573,2483,483,1089,866,11,11,4,32,0.9565217391304348,326.4,209
1574,111,626,211,2058,10,1,6,0,0.7333333333333333,432,129
1575,1930,2417,2435,588,1,0,10,45,0.041666666666666664,774,12
1576,1011,1585,1685,1664,1,9,0,7,0.9090909090909091,8.4,41
1577,466,1824,1327,690,11,2,3,59,0.7647058823529411,286.8,139
1578,208,432,873,1377,4,6,7,31,0.8333333333333334,541.2,92
1579,2092,128,2308,980,17,4,7,44,0.875,556.8,257
1580,1289,304,350,1452,3,4,4,50,0.5,348,74
1581,707,1129,1551,2494,18,6,7,2,0.7272727272727273,506.4,228
1582,1888,56,1139,1665,23,0,7,34,0.7419354838709677,544.8,322
1583,1887,932,2083,1406,12,2,10,22,1,746.4,150
1584,2476,2158,467,1055,5,0,8,46,0.5,631.2,60
1585,1659,1808,2478,2481,17,6,4,10,0.7931034482758621,300,246
1586,668,590,758,2359,16,13,6,1,1,433.2,212
1587,268,1302,2396,1796,7,27,8,27,1,608.4,205
1588,1713,1850,1748,254,12,8,4,55,1,354,164
1589,2141,1611,2024,455,5,9,6,39,0.875,478.8,95
1590,417,231,1741,1371,9,5,8,54,1,640.8,144
1591,2483,1257,1071,1013,14,13,8,26,0.9,607.2,257
1592,1512,1479,1767,1201,3,4,6,1,0.5833333333333334,433.2,50
1593,1610,1436,773,2181,19,5,6,21,0.75,457.2,311
1594,790,347,591,146,3,16,5,46,0.6785714285714286,415.2,78
1595,533,2500,928,1421,18,0,12,17,0.5625,884.4,180
1596,15,101,1809,2320,10,0,6,21,1,457.2,140
1597,2390,221,576,1574,5,12,7,11,0.5151515151515151,517.2,106
1598,1288,2293,1944,166,0,5,9,48,0.25,705.6,10
1599,1139,834,2463,380,5,4,6,44,0.5294117647058824,484.8,58
1600,730,1041,2059,1226,9,0,6,14,0.5,448.8,99
1601,404,640,1205,1896,6,3,6,19,0.8181818181818182,454.8,87
1602,424,1784,1927,1752,2,15,12,6,0.5483870967741935,871.2,116
1603,1553,1045,2131,2445,21,4,8,10,0.8064516129032258,588,230
1604,394,761,1547,82,19,1,12,45,0.6666666666666666,918,252
1605,1437,1348,15,386,15,3,6,34,0.9473684210526315,472.8,228
1606,1273,2048,2321,978,8,7,3,49,0.5357142857142857,274.8,123
1607,1446,2482,160,590,13,1,11,50,1,852,151
1608,975,1299,1618,1911,2,11,9,15,0.48148148148148145,666,127
1609,1190,2149,2214,2483,6,2,7,11,0.2962962962962963,517.2,86
1610,2183,2375,221,2055,2,14,9,13,0.9411764705882353,663.6,124
1611,2484,2185,588,1130,20,4,6,6,0.75,439.2,276
1612,1284,1724,2034,1176,6,12,12,58,0.8181818181818182,933.6,108
1613,2294,340,542,585,21,0,8,9,0.9545454545454546,586.8,294
1614,1745,2488,1246,1899,23,0,7,24,1,532.8,276
1615,2308,1126,1551,388,32,0,7,58,1,573.6,352
1616,1290,826,1261,871,18,1,5,16,0.7307692307692307,379.2,187
1617,1780,1678,500,1120,21,3,9,58,1,717.6,231
1618,1208,189,597,390,7,5,6,28,0.9230769230769231,465.6,105
1619,755,771,1949,1423,6,11,6,48,0.53125,489.6,100
1620,1993,1116,1917,1481,8,0,2,29,0.7272727272727273,178.8,88
1621,907,329,773,1426,2,1,4,29,0.14285714285714285,322.8,25
1622,1307,1799,1083,2386,14,2,4,35,0.9411764705882353,330,150
1623,2150,1182,1051,1757,7,3,11,21,0.8333333333333334,817.2,118
1624,2255,2350,1598,1660,6,0,8,34,0.5,616.8,60
1625,954,2299,1401,1547,12,1,6,58,0.7222222222222222,501.6,151
1626,2447,355,1708,422,7,4,7,58,0.6111111111111112,573.6,85
1627,712,737,2158,100,18,9,6,50,0.8709677419354839,492,279
1628,1474,60,2142,1635,26,2,8,19,0.875,598.8,322
1629,1570,2107,2208,190,10,1,6,39,0.8461538461538461,478.8,125
1630,440,1004,129,185,7,7,10,22,0.9333333333333333,746.4,140
1631,1682,317,108,1513,3,9,3,5,0.42857142857142855,222,72
1632,169,2433,1200,119,26,0,7,1,1,505.2,260
1633,942,2229,1170,1090,9,4,3,20,0.40625,240,142
1634,33,2465,987,1942,5,1,3,48,0.42857142857142855,273.6,55
1635,2111,68,1726,1148,0,5,2,37,0.2777777777777778,188.4,45
1636,1300,1549,575,578,5,12,11,38,0.8947368421052632,837.6,110
1637,41,745,2011,737,8,1,6,16,0.5625,451.2,120
1638,1598,1323,2306,1664,2,14,0,7,0.5161290322580645,8.4,152
1639,2327,1072,1821,2308,0,6,2,49,0.2727272727272727,202.8,36
1640,861,75,1317,2091,15,0,9,23,0.5357142857142857,675.6,165
1641,457,134,2163,1062,20,0,6,44,0.6666666666666666,484.8,240
1642,1813,2290,1262,553,10,1,6,31,1,469.2,115
1643,623,2144,1897,1568,10,2,6,13,0.6,447.6,116
1644,1058,1386,1616,401,10,8,12,40,1,912,180
1645,1313,619,2299,361,12,16,4,32,0.8484848484848485,326.4,216
1646,1982,2001,270,2313,6,3,6,2,0.9,434.4,66
1647,1876,1263,1002,1718,7,14,7,27,0.7,536.4,182
1648,136,1877,1221,1429,10,4,9,58,0.5833333333333334,717.6,126
1649,2064,2081,1319,1993,1,17,11,14,0.8571428571428571,808.8,95
1650,2095,109,1050,795,27,5,4,50,0.9411764705882353,348,310
1651,1928,1222,1029,1691,24,3,3,6,0.9642857142857143,223.2,351
1652,1396,332,211,2101,1,10,8,54,0.4583333333333333,640.8,50
1653,936,2216,2137,704,18,0,6,42,0.8181818181818182,482.4,180
1654,1629,298,591,1928,17,1,11,5,0.9,798,173
1655,2438,665,1036,305,9,9,7,38,0.9,549.6,171
1656,101,2212,1799,2121,11,0,2,30,0.7333333333333333,180,154
1657,1069,734,77,482,17,1,4,21,1,313.2,229
1658,1055,102,2331,2277,19,2,13,39,1,982.8,204
1659,1632,1402,721,926,7,17,8,1,0.8,577.2,121
1660,2275,1259,421,362,16,3,8,7,1,584.4,188
1661,1950,1386,2313,717,4,12,7,11,0.8888888888888888,517.2,104
1662,37,1859,203,2167,8,10,10,27,0.5454545454545454,752.4,160
1663,74,2211,285,2449,10,8,2,36,0.9,187.2,126
1664,1950,421,460,51,17,0,7,4,0.6538461538461539,508.8,187
1665,2222,406,1853,891,26,8,11,55,1,858,302
1666,1000,1351,840,1555,5,2,12,17,0.7,884.4,74
1667,609,1445,842,391,10,2,4,41,0.5454545454545454,337.2,106
1668,1991,161,481,519,15,6,1,39,0.8076923076923077,118.8,228
1669,2141,2089,691,940,17,0,5,35,0.5862068965517241,402,170
1670,2021,33,442,835,6,2,5,9,0.6153846153846154,370.8,76
1671,1861,2455,768,829,10,0,5,11,0.5555555555555556,373.2,100
1672,1651,71,1460,2447,0,5,10,11,0.45454545454545453,733.2,10
1673,1911,973,729,1125,1,24,5,32,0.8064516129032258,398.4,86
1674,304,2028,2403,1934,11,6,10,54,0.5483870967741935,784.8,167
1675,555,1129,1329,1797,2,24,9,25,0.7878787878787878,678,244
1676,1953,69,1770,1672,0,6,3,13,0.5454545454545454,231.6,48
1677,952,2079,704,533,18,12,6,18,1,453.6,282
1678,2447,930,485,385,18,3,7,26,0.9130434782608695,535.2,204
1679,873,105,1668,222,0,1,1,27,0.1,104.4,8
1680,415,1635,1449,523,12,7,7,14,0.6551724137931034,520.8,183
1681,1098,1573,1288,123,1,2,11,35,0.23076923076923078,834,16
1682,2128,1112,2045,336,22,0,5,17,0.9565217391304348,380.4,242
1683,2450,2293,1795,2480,7,9,7,13,0.8,519.6,149
1684,728,1244,1437,339,11,3,2,52,0.875,206.4,131
1685,641,2371,676,400,2,10,5,26,0.5217391304347826,391.2,48
1686,1464,1785,1059,2369,11,6,6,19,0.7727272727272727,454.8,156
1687,2026,2281,244,2346,7,5,10,49,1,778.8,80
1688,1771,1107,454,2298,1,7,6,45,0.5,486,48
1689,1618,2314,439,1669,7,0,0,53,0.3888888888888889,63.6,98
1690,1078,996,578,341,9,4,9,23,0.3939393939393939,675.6,134
1691,77,186,586,1324,0,20,3,42,0.9523809523809523,266.4,120
1692,2277,1329,714,747,5,0,8,36,0.45454545454545453,619.2,50
1693,2264,2182,410,801,16,0,9,46,0.5925925925925926,703.2,208
1694,1437,1840,1272,1938,13,5,10,33,0.9473684210526315,759.6,212
1695,1310,830,2139,394,13,1,0,55,0.9333333333333333,66,150
1696,1272,258,1079,2071,18,12,1,45,0.967741935483871,126,276
1697,2250,1238,2402,934,21,3,7,35,0.96,546,252
1698,916,1570,1809,945,11,0,2,7,0.55,152.4,110
1699,94,867,1132,1611,27,1,6,21,1,457.2,381
1700,1785,1695,629,1048,8,0,5,3,0.6153846153846154,363.6,112
1701,1970,591,1278,251,9,4,5,38,1,405.6,110
1702,1759,529,56,933,2,6,3,52,0.7272727272727273,278.4,40
1703,2008,1674,893,1259,7,11,11,7,0.9473684210526315,800.4,110
1704,555,1234,158,1149,10,0,7,58,0.9090909090909091,573.6,140
1705,8,887,445,2122,21,10,11,26,0.9117647058823529,823.2,322
1706,2082,662,453,817,14,0,9,31,0.6086956521739131,685.2,140
1707,1612,1285,797,1533,10,10,8,50,0.625,636,150
1708,1257,2318,1150,2013,6,12,2,35,0.6923076923076923,186,144
1709,1323,2043,698,5,6,1,4,52,0.7,350.4,78
1710,1916,731,2259,1675,14,17,7,3,1,507.6,174
1711,2210,1820,2459,2281,6,9,4,54,0.8333333333333334,352.8,150
1712,221,2447,1988,415,8,12,5,9,0.7692307692307693,370.8,144
1713,165,1710,1458,747,23,2,8,36,0.78125,619.2,265
1714,167,1875,2165,699,0,1,9,19,0.09090909090909091,670.8,4
1715,219,354,2256,473,18,0,2,35,0.9,186,252
1716,1490,755,1906,2232,3,13,7,43,0.5925925925925926,555.6,108
1717,714,1571,382,1897,12,6,6,35,0.75,474,162
1718,1303,1855,1927,574,28,0,9,56,1,715.2,364
1719,1411,1216,2139,570,7,4,6,4,1,436.8,86
1720,382,2095,544,1677,3,17,9,37,0.8695652173913043,692.4,124
1721,2000,846,906,1002,3,15,10,11,0.6206896551724138,733.2,90
1722,2136,798,303,2203,10,12,12,47,0.8461538461538461,920.4,166
1723,1111,1756,1232,903,7,7,7,38,0.8235294117647058,549.6,126
1724,1366,1836,2238,111,7,3,5,47,0.8333333333333334,416.4,119
1725,275,818,448,767,9,8,4,38,0.8947368421052632,333.6,122
1726,1125,26,1574,1317,25,1,3,52,0.9285714285714286,278.4,277
1727,2235,941,483,1947,22,0,12,10,0.6875,876,264
1728,1144,1175,196,1604,3,8,8,5,0.5238095238095238,582,78
1729,2382,1188,825,448,31,0,5,52,0.9117647058823529,422.4,310
1730,1332,2321,2478,1556,1,9,7,24,0.7142857142857143,532.8,31
1731,60,1696,1785,729,6,9,8,56,0.6818181818181818,643.2,120
1732,1440,2252,939,836,27,0,8,10,1,588,378
1733,758,1220,179,215,3,6,8,25,0.5625,606,51
1734,293,742,367,491,11,13,8,25,0.9230769230769231,606,260
1735,2046,1472,1854,654,11,1,8,42,0.8571428571428571,626.4,145
1736,2317,857,2230,2439,8,4,9,22,0.75,674.4,112
1737,887,183,416,1933,10,2,6,52,0.6666666666666666,494.4,138
1738,664,1868,2091,133,12,0,7,30,0.375,540,120
1739,199,1560,1964,1811,15,0,5,51,0.9375,421.2,165
1740,55,1650,2173,1236,10,4,8,53,0.5,639.6,126
1741,985,2460,345,2191,6,0,12,16,0.6,883.2,66
1742,1682,450,1248,83,16,6,7,58,0.9166666666666666,573.6,216
1743,1567,490,269,1295,14,1,7,51,0.9375,565.2,191
1744,1578,2112,1486,966,19,1,2,5,0.9090909090909091,150,274
1745,1664,1574,285,1699,0,6,7,16,0.46153846153846156,523.2,12
1746,718,785,627,191,27,1,11,35,1,834,358
1747,831,2202,1906,700,9,12,7,53,0.875,567.6,225
1748,404,1776,1568,1366,8,7,1,35,0.7142857142857143,114,143
1749,2133,543,2069,926,0,3,8,1,0.25,577.2,27
1750,2312,1906,1838,1147,13,10,7,25,0.6764705882352942,534,272
1751,1748,1383,889,1990,6,3,3,53,0.375,279.6,84
1752,1210,381,1747,41,13,6,3,20,0.6333333333333333,240,161
1753,2182,2224,896,2232,7,3,7,43,0.5263157894736842,555.6,109
1754,67,985,1351,116,25,1,8,16,0.9285714285714286,595.2,256
1755,1822,1606,2173,1695,13,1,6,56,0.6666666666666666,499.2,139
1756,420,1246,561,1218,12,0,6,43,0.9230769230769231,483.6,168
1757,2216,307,1633,212,17,0,10,23,1,747.6,170
1758,622,419,1125,1790,3,0,9,26,0.15789473684210525,679.2,36
1759,2300,1474,1530,2374,3,1,3,18,0.26666666666666666,237.6,46
1760,670,513,1953,1150,3,4,3,50,0.2413793103448276,276,75
1761,386,1028,1815,2413,14,4,8,49,0.8571428571428571,634.8,174
1762,1869,1390,2091,495,16,0,4,40,1,336,208
1763,768,2498,2238,1981,1,8,11,11,0.5625,805.2,30
1764,370,1278,250,538,6,5,7,27,0.3548387096774194,536.4,98
1765,249,1385,279,1076,10,0,6,25,0.7692307692307693,462,130
1766,896,149,1695,2234,21,3,5,23,0.96,387.6,246
1767,401,236,1688,1941,6,11,12,43,0.7727272727272727,915.6,149
1768,119,2495,2207,2167,19,7,10,27,0.7878787878787878,752.4,315
1769,2093,792,797,1052,15,2,5,27,0.8095238095238095,392.4,213
1770,1339,479,901,1858,13,3,3,0,0.64,216,203
1771,781,2243,522,1981,11,1,11,11,0.75,805.2,118
1772,145,1356,2354,2109,20,3,8,15,0.8214285714285714,594,286
1773,221,62,1843,59,23,0,8,0,1,576,276
1774,530,1010,1951,1515,1,17,7,59,0.8571428571428571,574.8,48
1775,1089,314,1865,2401,19,4,6,21,0.8518518518518519,457.2,263
1776,451,1648,620,766,27,5,6,36,1,475.2,327
1777,992,211,110,2496,7,5,7,15,0.8,522,126
1778,2091,1879,794,674,27,0,6,26,0.9310344827586207,463.2,270
1779,2275,1240,1511,2056,12,19,10,39,0.9393939393939394,766.8,208
1780,295,1655,1476,427,14,8,8,40,0.7857142857142857,624,178
1781,2104,2301,2211,1648,6,16,2,27,0.88,176.4,184
1782,2496,1064,2439,2025,26,0,5,59,0.8387096774193549,430.8,260
1783,2205,2246,2239,1513,11,10,3,5,0.875,222,172
1784,1228,1313,1553,1940,20,7,10,47,0.8709677419354839,776.4,281
1785,2298,2393,1378,1063,17,0,9,46,0.6071428571428571,703.2,238
1786,743,1356,2456,1247,1,21,8,51,0.7857142857142857,637.2,161
1787,2487,185,643,2170,23,0,9,13,0.7666666666666667,663.6,322
1788,948,1795,1699,1012,7,3,9,26,1,679.2,104
1789,1244,2339,1603,1208,17,0,3,26,1,247.2,221
1790,426,797,1272,1386,5,7,4,24,0.6,316.8,109
1791,2151,2496,1381,882,1,7,5,35,0.2962962962962963,402,69
1792,1661,1767,502,1664,7,5,0,7,0.631578947368421,8.4,128
1793,197,623,213,1164,11,5,6,42,0.5714285714285714,482.4,140
1794,1687,1250,591,181,18,8,8,53,0.9285714285714286,639.6,258
1795,222,1876,1105,2390,12,0,9,0,0.9230769230769231,648,132
1796,935,1029,1957,20,9,3,4,13,0.631578947368421,303.6,117
1797,462,53,1646,1441,13,2,2,13,0.5357142857142857,159.6,194
1798,1548,498,998,2287,14,1,10,48,1,777.6,170
1799,1793,110,1240,2135,1,10,2,32,0.4583333333333333,182.4,62
1800,1421,1611,1851,2240,15,0,9,58,0.9375,717.6,150
1801,2060,2056,770,305,25,0,7,38,1,549.6,250
1802,1843,2411,1618,1222,24,5,8,15,0.8529411764705882,594,270
1803,2175,1233,2249,1573,10,3,3,30,1,252,152
1804,707,1432,1994,249,12,0,6,20,1,456,120
1805,1176,1166,441,1588,1,0,10,59,0.07142857142857142,790.8,12
1806,1073,807,400,312,7,4,7,0,0.9166666666666666,504,120
1807,812,2331,2290,73,14,1,5,46,0.6818181818181818,415.2,157
1808,282,610,1126,872,10,10,10,44,1,772.8,180
1809,1703,1610,781,1259,8,2,11,7,0.6666666666666666,800.4,124
1810,1713,2099,1383,2354,7,1,8,36,0.2857142857142857,619.2,81
1811,2346,570,1485,1529,0,6,3,16,0.2727272727272727,235.2,24
1812,2372,1955,1938,2184,14,1,7,23,1,531.6,175
1813,2016,1377,516,1687,13,6,12,49,0.9047619047619048,922.8,191
1814,1339,393,255,192,23,0,6,52,0.92,494.4,322
1815,1137,1718,158,1005,16,2,5,43,0.6428571428571429,411.6,216
